process,pid,rss,full_rss,uss,event,children,time
MainProcess,4608,157_921_280,157_921_280,150_384_640,pipeline.run_model final_seed_balancing start,0,2025/08/10 10:26:45.528207
MainProcess,4608,165_437_440,165_437_440,157_892_608,pipeline.run_model final_seed_balancing finished,0,2025/08/10 10:28:12.556257
MainProcess,4608,167_923_712,167_923_712,160_374_784,pipeline.run after final_seed_balancing,0,2025/08/10 10:28:12.620899
MainProcess,4608,167_923_712,167_923_712,160_374_784,pipeline.run_model integerize_final_seed_weights start,0,2025/08/10 10:28:12.643235
MainProcess,20204,98_627_584,98_627_584,65_646_592,pipeline.run before preload_injectables,0,2025/08/10 12:16:42.478060
MainProcess,20204,98_910_208,98_910_208,65_650_688,pipeline.run after preload_injectables,0,2025/08/10 12:16:42.496617
MainProcess,20204,98_942_976,98_942_976,65_658_880,pipeline.run_model input_pre_processor start,0,2025/08/10 12:16:42.508563
MainProcess,20204,4_560_080_896,4_560_080_896,4_573_306_880,pipeline.run_model input_pre_processor finished,0,2025/08/10 12:17:47.802437
MainProcess,20204,139_599_872,139_599_872,135_557_120,pipeline.run after input_pre_processor,0,2025/08/10 12:18:08.797211
MainProcess,27604,98_000_896,98_000_896,65_314_816,pipeline.run before preload_injectables,0,2025/08/10 12:28:37.949836
MainProcess,27604,98_291_712,98_291_712,65_458_176,pipeline.run after preload_injectables,0,2025/08/10 12:28:37.954708
MainProcess,27604,98_459_648,98_459_648,65_470_464,pipeline.run_model input_pre_processor start,0,2025/08/10 12:28:37.971816
MainProcess,27604,4_556_222_464,4_556_222_464,4_569_456_640,pipeline.run_model input_pre_processor finished,0,2025/08/10 12:29:28.265281
MainProcess,27604,139_251_712,139_251_712,135_270_400,pipeline.run after input_pre_processor,0,2025/08/10 12:29:47.900968
MainProcess,27604,142_372_864,142_372_864,136_404_992,pipeline.run_model setup_data_structures start,0,2025/08/10 12:29:47.938810
MainProcess,27604,4_616_204_288,4_616_204_288,4_625_866_752,pipeline.run_model setup_data_structures finished,0,2025/08/10 12:29:56.733920
MainProcess,27604,145_559_552,145_559_552,141_131_776,pipeline.run after setup_data_structures,0,2025/08/10 12:30:28.495209
MainProcess,27604,148_152_320,148_152_320,142_204_928,pipeline.run_model initial_seed_balancing start,0,2025/08/10 12:30:28.529392
MainProcess,27604,153_563_136,153_563_136,147_017_728,pipeline.run_model initial_seed_balancing finished,0,2025/08/10 12:31:47.236712
MainProcess,27604,159_350_784,159_350_784,152_051_712,pipeline.run after initial_seed_balancing,0,2025/08/10 12:31:47.313717
MainProcess,27604,159_358_976,159_358_976,152_051_712,pipeline.run_model meta_control_factoring start,0,2025/08/10 12:31:47.329355
MainProcess,27604,157_675_520,157_675_520,150_867_968,pipeline.run_model meta_control_factoring finished,0,2025/08/10 12:31:47.436600
MainProcess,27604,158_539_776,158_539_776,150_978_560,pipeline.run after meta_control_factoring,0,2025/08/10 12:31:47.479839
MainProcess,27604,158_539_776,158_539_776,150_978_560,pipeline.run_model final_seed_balancing start,0,2025/08/10 12:31:47.495803
MainProcess,27604,160_133_120,160_133_120,153_141_248,pipeline.run_model final_seed_balancing finished,0,2025/08/10 12:33:29.897887
MainProcess,27604,164_945_920,164_945_920,157_380_608,pipeline.run after final_seed_balancing,0,2025/08/10 12:33:29.949436
MainProcess,27604,164_962_304,164_962_304,157_380_608,pipeline.run_model integerize_final_seed_weights start,0,2025/08/10 12:33:29.979752
MainProcess,28256,97_853_440,97_853_440,65_216_512,pipeline.run before preload_injectables,0,2025/08/10 12:48:39.243689
MainProcess,28256,98_152_448,98_152_448,65_368_064,pipeline.run after preload_injectables,0,2025/08/10 12:48:39.262569
MainProcess,28256,98_308_096,98_308_096,65_368_064,pipeline.run_model input_pre_processor start,0,2025/08/10 12:48:39.279519
MainProcess,28256,4_556_509_184,4_556_509_184,4_569_735_168,pipeline.run_model input_pre_processor finished,0,2025/08/10 12:49:26.476178
MainProcess,28256,515_772_416,515_772_416,512_741_376,pipeline.run after input_pre_processor,0,2025/08/10 12:49:44.007472
MainProcess,28256,518_725_632,518_725_632,513_810_432,pipeline.run_model setup_data_structures start,0,2025/08/10 12:49:44.072628
MainProcess,28256,4_616_376_320,4_616_376_320,4_626_046_976,pipeline.run_model setup_data_structures finished,0,2025/08/10 12:49:52.213726
MainProcess,28256,141_627_392,141_627_392,137_650_176,pipeline.run after setup_data_structures,0,2025/08/10 12:50:09.667129
MainProcess,28256,144_695_296,144_695_296,138_756_096,pipeline.run_model initial_seed_balancing start,0,2025/08/10 12:50:09.756125
MainProcess,28256,151_826_432,151_826_432,145_297_408,pipeline.run_model initial_seed_balancing finished,0,2025/08/10 12:51:22.346170
MainProcess,28256,156_954_624,156_954_624,150_200_320,pipeline.run after initial_seed_balancing,0,2025/08/10 12:51:22.411511
MainProcess,28256,157_491_200,157_491_200,150_208_512,pipeline.run_model meta_control_factoring start,0,2025/08/10 12:51:22.427200
MainProcess,28256,156_831_744,156_831_744,149_524_480,pipeline.run_model meta_control_factoring finished,0,2025/08/10 12:51:22.508493
MainProcess,28256,157_200_384,157_200_384,149_663_744,pipeline.run after meta_control_factoring,0,2025/08/10 12:51:22.562732
MainProcess,28256,157_204_480,157_204_480,149_667_840,pipeline.run_model final_seed_balancing start,0,2025/08/10 12:51:22.568583
MainProcess,28256,157_061_120,157_061_120,150_511_616,pipeline.run_model final_seed_balancing finished,0,2025/08/10 12:52:49.952464
MainProcess,28256,161_738_752,161_738_752,154_193_920,pipeline.run after final_seed_balancing,0,2025/08/10 12:52:50.008210
MainProcess,28256,161_742_848,161_742_848,154_193_920,pipeline.run_model integerize_final_seed_weights start,0,2025/08/10 12:52:50.016623
MainProcess,7208,98_050_048,98_050_048,65_351_680,pipeline.run before preload_injectables,0,2025/08/10 15:06:25.779063
MainProcess,7208,98_328_576,98_328_576,65_482_752,pipeline.run after preload_injectables,0,2025/08/10 15:06:25.790886
MainProcess,7208,98_488_320,98_488_320,65_486_848,pipeline.run_model input_pre_processor start,0,2025/08/10 15:06:25.801692
MainProcess,7208,4_556_156_928,4_556_156_928,4_569_370_624,pipeline.run_model input_pre_processor finished,0,2025/08/10 15:07:24.433791
MainProcess,7208,139_481_088,139_481_088,135_507_968,pipeline.run after input_pre_processor,0,2025/08/10 15:07:43.889167
MainProcess,7208,142_430_208,142_430_208,136_507_392,pipeline.run_model setup_data_structures start,0,2025/08/10 15:07:43.931977
MainProcess,9812,98_152_448,98_152_448,65_490_944,pipeline.run before preload_injectables,0,2025/08/10 15:09:32.714617
MainProcess,9812,98_447_360,98_447_360,65_507_328,pipeline.run after preload_injectables,0,2025/08/10 15:09:32.739605
MainProcess,9812,98_476_032,98_476_032,65_511_424,pipeline.run_model input_pre_processor start,0,2025/08/10 15:09:32.754607
MainProcess,9812,4_556_222_464,4_556_222_464,4_569_460_736,pipeline.run_model input_pre_processor finished,0,2025/08/10 15:10:16.926025
MainProcess,9812,139_071_488,139_071_488,135_069_696,pipeline.run after input_pre_processor,0,2025/08/10 15:10:35.975039
MainProcess,9812,142_135_296,142_135_296,136_200_192,pipeline.run_model setup_data_structures start,0,2025/08/10 15:10:35.999841
MainProcess,9812,4_615_442_432,4_615_442_432,4_625_129_472,pipeline.run_model setup_data_structures finished,0,2025/08/10 15:10:44.552694
MainProcess,9812,144_719_872,144_719_872,140_402_688,pipeline.run after setup_data_structures,0,2025/08/10 15:11:03.122307
MainProcess,9812,147_529_728,147_529_728,141_561_856,pipeline.run_model initial_seed_balancing start,0,2025/08/10 15:11:03.153530
MainProcess,9812,153_272_320,153_272_320,146_964_480,pipeline.run_model initial_seed_balancing finished,0,2025/08/10 15:12:20.771542
MainProcess,9812,158_015_488,158_015_488,151_224_320,pipeline.run after initial_seed_balancing,0,2025/08/10 15:12:20.831360
MainProcess,9812,158_552_064,158_552_064,151_236_608,pipeline.run_model meta_control_factoring start,0,2025/08/10 15:12:20.863942
MainProcess,9812,156_884_992,156_884_992,150_310_912,pipeline.run_model meta_control_factoring finished,0,2025/08/10 15:12:20.932248
MainProcess,9812,158_027_776,158_027_776,150_458_368,pipeline.run after meta_control_factoring,0,2025/08/10 15:12:20.965596
MainProcess,9812,158_040_064,158_040_064,150_470_656,pipeline.run_model final_seed_balancing start,0,2025/08/10 15:12:20.990423
MainProcess,9812,164_302_848,164_302_848,149_782_528,pipeline.run_model final_seed_balancing finished,0,2025/08/10 15:13:57.455744
MainProcess,9812,168_460_288,168_460_288,153_817_088,pipeline.run after final_seed_balancing,0,2025/08/10 15:13:57.513383
MainProcess,9812,168_464_384,168_464_384,153_817_088,pipeline.run_model integerize_final_seed_weights start,0,2025/08/10 15:13:57.530015
MainProcess,10548,97_964_032,97_964_032,65_298_432,pipeline.run before preload_injectables,0,2025/08/10 15:16:22.114256
MainProcess,10548,98_242_560,98_242_560,65_429_504,pipeline.run after preload_injectables,0,2025/08/10 15:16:22.131401
MainProcess,10548,98_402_304,98_402_304,65_433_600,pipeline.run_model input_pre_processor start,0,2025/08/10 15:16:22.141571
MainProcess,10548,4_560_044_032,4_560_044_032,4_573_282_304,pipeline.run_model input_pre_processor finished,0,2025/08/10 15:17:15.053799
MainProcess,10548,139_141_120,139_141_120,135_168_000,pipeline.run after input_pre_processor,0,2025/08/10 15:17:34.379009
MainProcess,10548,142_176_256,142_176_256,136_253_440,pipeline.run_model setup_data_structures start,0,2025/08/10 15:17:34.408181
MainProcess,10548,4_615_806_976,4_615_806_976,4_625_506_304,pipeline.run_model setup_data_structures finished,0,2025/08/10 15:17:42.943679
MainProcess,10548,145_326_080,145_326_080,140_890_112,pipeline.run after setup_data_structures,0,2025/08/10 15:18:00.948141
MainProcess,10548,147_927_040,147_927_040,141_991_936,pipeline.run_model initial_seed_balancing start,0,2025/08/10 15:18:00.986404
MainProcess,10548,153_128_960,153_128_960,146_604_032,pipeline.run_model initial_seed_balancing finished,0,2025/08/10 15:19:18.967339
MainProcess,10548,157_704_192,157_704_192,150_425_600,pipeline.run after initial_seed_balancing,0,2025/08/10 15:19:19.026668
MainProcess,10548,157_716_480,157_716_480,150_433_792,pipeline.run_model meta_control_factoring start,0,2025/08/10 15:19:19.043425
MainProcess,10548,157_347_840,157_347_840,150_556_672,pipeline.run_model meta_control_factoring finished,0,2025/08/10 15:19:19.116293
MainProcess,10548,158_253_056,158_253_056,150_716_416,pipeline.run after meta_control_factoring,0,2025/08/10 15:19:19.150971
MainProcess,10548,158_261_248,158_261_248,150_724_608,pipeline.run_model final_seed_balancing start,0,2025/08/10 15:19:19.167722
MainProcess,10548,166_297_600,166_297_600,158_752_768,pipeline.run_model final_seed_balancing finished,0,2025/08/10 15:20:55.379092
MainProcess,10548,168_415_232,168_415_232,160_866_304,pipeline.run after final_seed_balancing,0,2025/08/10 15:20:55.438989
MainProcess,10548,168_431_616,168_431_616,160_870_400,pipeline.run_model integerize_final_seed_weights start,0,2025/08/10 15:20:55.455163
MainProcess,25092,98_418_688,98_418_688,65_466_368,pipeline.run before preload_injectables,0,2025/08/10 16:24:33.091887
MainProcess,25092,98_709_504,98_709_504,65_478_656,pipeline.run after preload_injectables,0,2025/08/10 16:24:33.107885
MainProcess,25092,98_738_176,98_738_176,65_486_848,pipeline.run_model input_pre_processor start,0,2025/08/10 16:24:33.126071
MainProcess,25092,4_555_554_816,4_555_554_816,4_568_756_224,pipeline.run_model input_pre_processor finished,0,2025/08/10 16:25:35.846967
MainProcess,25092,138_444_800,138_444_800,134_463_488,pipeline.run after input_pre_processor,0,2025/08/10 16:25:59.498437
MainProcess,25092,141_524_992,141_524_992,135_573_504,pipeline.run_model setup_data_structures start,0,2025/08/10 16:25:59.549514
MainProcess,25092,4_614_656_000,4_614_656_000,4_624_322_560,pipeline.run_model setup_data_structures finished,0,2025/08/10 16:26:10.285186
MainProcess,25092,148_594_688,148_594_688,143_302_656,pipeline.run after setup_data_structures,0,2025/08/10 16:26:44.082469
MainProcess,25092,151_064_576,151_064_576,144_379_904,pipeline.run_model initial_seed_balancing start,0,2025/08/10 16:26:44.129594
MainProcess,25092,155_648_000,155_648_000,149_381_120,pipeline.run_model initial_seed_balancing finished,0,2025/08/10 16:28:21.233091
MainProcess,25092,160_473_088,160_473_088,153_190_400,pipeline.run after initial_seed_balancing,0,2025/08/10 16:28:21.299998
MainProcess,25092,160_477_184,160_477_184,153_194_496,pipeline.run_model meta_control_factoring start,0,2025/08/10 16:28:21.315600
MainProcess,25092,159_211_520,159_211_520,152_678_400,pipeline.run_model meta_control_factoring finished,0,2025/08/10 16:28:21.417656
MainProcess,25092,160_333_824,160_333_824,152_797_184,pipeline.run after meta_control_factoring,0,2025/08/10 16:28:21.466748
MainProcess,25092,160_333_824,160_333_824,152_797_184,pipeline.run_model final_seed_balancing start,0,2025/08/10 16:28:21.483214
MainProcess,25092,159_920_128,159_920_128,152_834_048,pipeline.run_model final_seed_balancing finished,0,2025/08/10 16:30:24.335649
MainProcess,25092,164_646_912,164_646_912,156_688_384,pipeline.run after final_seed_balancing,0,2025/08/10 16:30:24.449480
MainProcess,25092,164_675_584,164_675_584,156_688_384,pipeline.run_model integerize_final_seed_weights start,0,2025/08/10 16:30:24.465462
MainProcess,1736,98_131_968,98_131_968,65_437_696,pipeline.run before preload_injectables,0,2025/08/10 16:48:54.572525
MainProcess,1736,98_418_688,98_418_688,65_445_888,pipeline.run after preload_injectables,0,2025/08/10 16:48:54.586927
MainProcess,1736,98_443_264,98_443_264,65_445_888,pipeline.run_model input_pre_processor start,0,2025/08/10 16:48:54.598639
MainProcess,28420,97_992_704,97_992_704,65_302_528,pipeline.run before preload_injectables,0,2025/08/10 16:49:55.095707
MainProcess,28420,98_271_232,98_271_232,65_441_792,pipeline.run after preload_injectables,0,2025/08/10 16:49:55.106095
MainProcess,28420,98_430_976,98_430_976,65_441_792,pipeline.run_model input_pre_processor start,0,2025/08/10 16:49:55.120161
MainProcess,28420,4_559_347_712,4_559_347_712,4_572_565_504,pipeline.run_model input_pre_processor finished,0,2025/08/10 16:50:56.511299
MainProcess,28420,139_005_952,139_005_952,135_077_888,pipeline.run after input_pre_processor,0,2025/08/10 16:51:15.960340
MainProcess,28420,142_086_144,142_086_144,136_163_328,pipeline.run_model setup_data_structures start,0,2025/08/10 16:51:16.006625
MainProcess,28420,4_615_725_056,4_615_725_056,4_625_403_904,pipeline.run_model setup_data_structures finished,0,2025/08/10 16:51:25.137575
MainProcess,28420,141_455_360,141_455_360,137_515_008,pipeline.run after setup_data_structures,0,2025/08/10 16:51:43.599109
MainProcess,28420,144_515_072,144_515_072,138_592_256,pipeline.run_model initial_seed_balancing start,0,2025/08/10 16:51:43.639893
MainProcess,28420,151_805_952,151_805_952,145_530_880,pipeline.run_model initial_seed_balancing finished,0,2025/08/10 16:53:00.863815
MainProcess,28420,156_913_664,156_913_664,149_655_552,pipeline.run after initial_seed_balancing,0,2025/08/10 16:53:00.921229
MainProcess,28420,156_946_432,156_946_432,149_659_648,pipeline.run_model meta_control_factoring start,0,2025/08/10 16:53:00.936483
MainProcess,28420,157_052_928,157_052_928,149_999_616,pipeline.run_model meta_control_factoring finished,0,2025/08/10 16:53:01.003983
MainProcess,28420,157_704_192,157_704_192,150_163_456,pipeline.run after meta_control_factoring,0,2025/08/10 16:53:01.042056
MainProcess,28420,157_708_288,157_708_288,150_167_552,pipeline.run_model final_seed_balancing start,0,2025/08/10 16:53:01.067518
MainProcess,28420,160_702_464,160_702_464,153_673_728,pipeline.run_model final_seed_balancing finished,0,2025/08/10 16:54:39.987763
MainProcess,28420,160_919_552,160_919_552,153_681_920,pipeline.run after final_seed_balancing,0,2025/08/10 16:54:40.054531
MainProcess,28420,161_239_040,161_239_040,153_686_016,pipeline.run_model integerize_final_seed_weights start,0,2025/08/10 16:54:40.071202
MainProcess,21520,98_226_176,98_226_176,65_265_664,pipeline.run before preload_injectables,0,2025/08/10 18:25:58.013380
MainProcess,21520,98_508_800,98_508_800,65_286_144,pipeline.run after preload_injectables,0,2025/08/10 18:25:58.037683
MainProcess,21520,98_549_760,98_549_760,65_286_144,pipeline.run_model input_pre_processor start,0,2025/08/10 18:25:58.054355
MainProcess,21520,4_556_402_688,4_556_402_688,4_569_657_344,pipeline.run_model input_pre_processor finished,0,2025/08/10 18:26:51.201611
MainProcess,21520,239_304_704,239_304_704,235_343_872,pipeline.run after input_pre_processor,0,2025/08/10 18:27:13.300435
MainProcess,21520,242_171_904,242_171_904,236_249_088,pipeline.run_model setup_data_structures start,0,2025/08/10 18:27:13.357856
MainProcess,21520,4_616_876_032,4_616_876_032,4_626_579_456,pipeline.run_model setup_data_structures finished,0,2025/08/10 18:27:22.303684
MainProcess,21520,145_256_448,145_256_448,140_947_456,pipeline.run after setup_data_structures,0,2025/08/10 18:27:54.439123
MainProcess,21520,147_877_888,147_877_888,141_950_976,pipeline.run_model initial_seed_balancing start,0,2025/08/10 18:27:54.522839
MainProcess,21520,152_764_416,152_764_416,146_227_200,pipeline.run_model initial_seed_balancing finished,0,2025/08/10 18:29:14.990545
MainProcess,21520,158_220_288,158_220_288,150_933_504,pipeline.run after initial_seed_balancing,0,2025/08/10 18:29:15.039449
MainProcess,21520,158_224_384,158_224_384,150_933_504,pipeline.run_model meta_control_factoring start,0,2025/08/10 18:29:15.055022
MainProcess,21520,155_353_088,155_353_088,148_803_584,pipeline.run_model meta_control_factoring finished,0,2025/08/10 18:29:15.141970
MainProcess,21520,156_483_584,156_483_584,148_938_752,pipeline.run after meta_control_factoring,0,2025/08/10 18:29:15.177703
MainProcess,21520,156_499_968,156_499_968,148_942_848,pipeline.run_model final_seed_balancing start,0,2025/08/10 18:29:15.189208
MainProcess,21520,160_743_424,160_743_424,153_493_504,pipeline.run_model final_seed_balancing finished,0,2025/08/10 18:30:48.403693
MainProcess,21520,163_901_440,163_901_440,156_332_032,pipeline.run after final_seed_balancing,0,2025/08/10 18:30:48.486267
MainProcess,21520,163_934_208,163_934_208,156_344_320,pipeline.run_model integerize_final_seed_weights start,0,2025/08/10 18:30:48.505156
MainProcess,27720,98_328_576,98_328_576,65_634_304,pipeline.run before preload_injectables,0,2025/08/10 18:58:54.497871
MainProcess,27720,98_607_104,98_607_104,65_658_880,pipeline.run after preload_injectables,0,2025/08/10 18:58:54.518367
MainProcess,27720,98_652_160,98_652_160,65_662_976,pipeline.run_model input_pre_processor start,0,2025/08/10 18:58:54.533999
MainProcess,27720,4_556_591_104,4_556_591_104,4_569_821_184,pipeline.run_model input_pre_processor finished,0,2025/08/10 18:59:44.595675
MainProcess,27720,139_485_184,139_485_184,135_507_968,pipeline.run after input_pre_processor,0,2025/08/10 19:00:02.330787
MainProcess,27720,142_548_992,142_548_992,136_564_736,pipeline.run_model setup_data_structures start,0,2025/08/10 19:00:02.364158
MainProcess,27720,4_618_633_216,4_618_633_216,4_628_271_104,pipeline.run_model setup_data_structures finished,0,2025/08/10 19:00:15.347995
MainProcess,27720,146_739_200,146_739_200,142_299_136,pipeline.run after setup_data_structures,0,2025/08/10 19:00:33.148004
MainProcess,27720,149_299_200,149_299_200,143_364_096,pipeline.run_model initial_seed_balancing start,0,2025/08/10 19:00:33.179825
MainProcess,27720,154_849_280,154_849_280,148_328_448,pipeline.run_model initial_seed_balancing finished,0,2025/08/10 19:01:53.958325
MainProcess,27720,160_264_192,160_264_192,152_989_696,pipeline.run after initial_seed_balancing,0,2025/08/10 19:01:54.015147
MainProcess,27720,160_268_288,160_268_288,152_989_696,pipeline.run_model meta_control_factoring start,0,2025/08/10 19:01:54.046708
MainProcess,27720,158_507_008,158_507_008,151_719_936,pipeline.run_model meta_control_factoring finished,0,2025/08/10 19:01:54.148142
MainProcess,27720,159_395_840,159_395_840,151_863_296,pipeline.run after meta_control_factoring,0,2025/08/10 19:01:54.188571
MainProcess,27720,159_399_936,159_399_936,151_867_392,pipeline.run_model final_seed_balancing start,0,2025/08/10 19:01:54.199641
MainProcess,27720,162_693_120,162_693_120,155_467_776,pipeline.run_model final_seed_balancing finished,0,2025/08/10 19:03:35.342248
MainProcess,27720,167_034_880,167_034_880,159_494_144,pipeline.run after final_seed_balancing,0,2025/08/10 19:03:35.433537
MainProcess,27720,167_038_976,167_038_976,159_494_144,pipeline.run_model integerize_final_seed_weights start,0,2025/08/10 19:03:35.449652
